messageId;label;content
172504486252455_172507609585476;non relief;Freiwillige Helfer: In allen Regionen bitte nicht die 112 anrufen um Hilfsangebote abzugeben - das blockiert die Notfallzentralen. Bitte wendet euch direkt an die Hilfsorganisationen (Freiwillige Feuerwehr, örtliche Verbände und private Hilfsorganisationen)
172504486252455_172507939585443;non relief;Ihr braucht Hilfe? Postet direkt bei uns. Wir versuchen zu vermitteln und entsprechend Informationen schnell zu verbreiten.
172504486252455_172508442918726;non relief;Aktuelle Daten für Bayern - hier: http://www.hnd.bayern.de/
172504486252455_172509032918667;non relief;"+++Dresden sperrt das Blaue Wunder +++

http://www.dresden-fernsehen.de/default.aspx?ID=87&showNews=1305489"
172504486252455_172511406251763;non relief;Sende uns dein Hochwasser-Foto ! Wir wollen die wahren Bilder der Naturkatastrophe zeigen um die Öffentlichkeit zu mobilisieren, Hilfen zu generieren und die aktuelle Lage zu dokumentieren. Lade deine Bilder einfach bei uns hoch. Vergiss bitte die Ortsangabe und Datum/Uhrzeit nicht.
172504486252455_172513876251516;non relief;"Alle Hochwasservorhersagen zu Sachsen-Anhalt hier:

http://www.hochwasservorhersage.sachsen-anhalt.de/"
172504486252455_172514889584748;non relief;Leisnig kann aufatmen!
172504486252455_172515296251374;relief;An der Brückenstraße in Leipzig helfen Hunderte bis tief in die Nacht. Spenden von Essen/Getränke für die Helfer sind dort gerne gesehen ! Bitte teilen.
172504486252455_172517252917845;non relief;Dresden: Bürgertelefon für Hochwasser eingerichtet.
172504486252455_172517519584485;non relief;"Dresden richtet eigene Notfallseite zum Thema ""Hochwasser"" ein. Pegegelstände, aktuelle Sperrungen, Notfallhilfen...alles dort

http://www.dresden.de/notfall/index.php"
172504486252455_172517872917783;non relief;"Alle Ausgabestellen für Trinkwasser in Passau hier !

http://www.passau.de/Stadt,Buerger-Politik/Buerger-Info/Presse-undOeffentlichkeitsarbeit.aspx?rssid=2B6DA546-1702-499A-A9F6-37345F677CC6"
172504486252455_172518289584408;non relief;Ihr Lieben, hilft uns zur Verbreitung der Infos und empfehlt unsere Seite euren Freunden ! Wir brauchen möglichst schnell ganz viele User um wirksam Meldungen/Angebote verbreiten zu können ! DANKE
172504486252455_172518789584358;non relief;"ARD bietet eigenen Bereich zum Thema ""Hochwasser"" mit Filmen, Beiträgen und auch Infos zur aktuellen Lage.

http://www.ardmediathek.de/dossiers/hochwasser-in-deutschland?documentId=15013332"
172504486252455_172519166250987;non relief;"Die aktuelle Hochwasserbürgerinformation des Katastrophenschutzamtes mit Hinweisen zum Verhalten bei Hochwassergefahr:
Grundausrüstung zulegen (Rundfunkgerät, Kerzen, Batterien, Taschenlampe, Hausapotheke Hygieneartikel, Kocher ohne Strom, Gummistiefel, Wathosen)
Keller kontrollieren und ggf leeren
In überfluteten Räumen Strom abschalten
Heizungsanlage ausschalten bzw. schützen / Öltanks sichern
Fahrzeuge von hochwassergefährdeten Garagen und Parkplätzen wegfahren
Helfen Sie auch Ihren Nachbarn!"
172504486252455_172519619584275;non relief;Die Erklärung zu den vier Stufen bei Hochwasser !
172504486252455_172520022917568;non relief;"Aktuelle Hochwasserwarnungen für das Land Sachsen!

http://www.umwelt.sachsen.de/umwelt/wasser/7803.htm"
172504486252455_172521262917444;non relief;"Krisenstab vorsichtig optimistisch über weitere Entwicklung der Hochwassersituation (Quelle: Stadt Rosenheim)

Rosenheim. Der Pegelstand der Mangfall in Rosenheim ist inzwischen von seinem Scheitelpunkt bei 4,94 m auf rd. 4 m gesunken. Auch am Frühindikator-Standort Feldolling sind die Pegelstände von 3,23 m in der Spitze auf rd. 2,20 m zurückgegangen. Der überspülte Deich am Auerbach in Oberwöhr zeigt nach Inaugenscheinnahme vor Ort keine sichtbaren Schäden. In Aisingerwies und Oberwöhr funktionieren die Pumpwerke über eine Versorgung mit Notstromaggregaten wieder. „Damit scheint zum jetzigen Zeitpunkt eine vorsichtig optimistische Einschätzung der weiteren Entwicklung der Hochwasserlage möglich. Aber ein bis zwei Tage wird die kritische Situation sicher noch anhalten. Solange bleiben auch die innerstädtischen Parkhäuser frei benutzbar“, so Stadtbrandrat Hans Meyrl. 

Die Trinkwasserversorgung ist nach Mitteilung der Stadtwerke Rosenheim im gesamten Stadtgebiet in einwandfreier Qualität gewährleistet. Die Stromversorgung funktioniert in allen nicht unmittelbar von Überschwemmungen betroffenen Gebieten reibungslos. In der Schwaig konnten einzelne Kunden bereits wieder ans Netz genommen werden. In der Aisingerwies dürften die ersten in Kürze ans Netz gehen.Für die Wiederinbetriebnahme der Stromversorgung ist der Zugang zu den jeweiligen Hausanlagen für die Stadtwerke dringend notwendig. Die Werke bitten die einzelnen Hausbesitzer, ihnen Zugang zu den jeweiligen Anlagen zu ermöglichen. Der Termin für den Wiederanschluss des gesamten Quartiers an das städtische Stromnetz hängt vom Rückgang des Wassers ab. 

Auch die ersten Maßnahmen zur Straßenreinigung haben in der Aisingerwies und in der Schwaig bereits begonnen. 

Die Zugverbindungen in Richtung München funktionieren wieder. Für diese Strecke ist Rosenheim aber Sackbahnhof, d.h. eine Weiterfahrt in Richtung Salzburg oder Kufstein ist nicht möglich. Auf der Strecke nach Holzkirchen prüft die DB derzeit, ob der Fahrweg Schäden aufweist. „Ein wichtiger Lichtblick ist es, dass die Eisenbahnüberführung an der Kufsteiner Straße wieder für den Verkehr freigegeben werden konnte“, so Meyrl. 

Aufgrund des Hochwassers wurden in der Gabor-Halle und den Turnhallen in Fürstätt und Aising Notunterkünfte eingerichtet. Während die Gabor-Halle voraussichtlich ab Donnerstag, den 6. Juni wieder für den Sportbetrieb zur Verfügung steht, bleiben die Hallen in Fürstätt und Aising bis einschließlich Freitag, 7. Juni gesperrt. Die davon betroffenen Schulen und Vereine werden vom Schul- und Sportamt der Stadt direkt informiert. Derzeit sind noch rd. 70 Personen in den Notunterkünften untergebracht. „Ziel ist es, diesen Menschen so schnell wie möglich, aber auch mit der gebotenen Sicherheit die Rückkehr in ihre Häuser und Wohnungen zu ermöglichen“, so Meyrl. 

Ab Dienstag, 4. Juni läuft der reguläre Schulbetrieb wieder an. Ausnahmen sind die Volkschule Fürstätt, die Grund- und Mittelschule Aising, die Grundschule Pang, das Sonderpädagogische Förderzentrum, die Philipp-Neri-Schule (HPZ) und die Astrid-Lindgren-Grundschule sowie die Waldorfschule. Diese sieben Einrichtungen bleiben auch morgen noch geschlossen. Die Betreuung in den städtischen Kinderkrippen und Kindergärten ist ab morgen ebenfalls wieder gesichert. Ob private Einrichtungen öffnen oder geschlossen bleiben, entscheiden die Träger selbst. Informationen dazu sind direkt bei den Trägern erhältlich. 

Wertvolle Hilfe haben die Soldaten der Bundeswehr geleistet. 57 Soldaten aus zwei Zügen der Mittenwalder Gebirgsjäger waren im Zementmischwerk in Högling im Einsatz und haben rd. 4.500 Sandsäcke gefüllt. Inzwischen sind die Soldaten im THW-Areal in Heufeld in Verfügungsbereitschaft."
172504486252455_172521642917406;non relief;"Hochwasserlage in Bayern Krisenstab der Staatsregierung berät über aktuelle Lage / Entscheidungen über Hilfsmaßnahmen in Kabinettssitzung am Mittwoch, 5. Juni 2013
Seehofer und Zeil werden heute Nachmittag Rosenheim und Regensburg besuchen und sich ein Bild über die Lage in Südostbayern aus der Luft machen

Der Krisenstab der Staatsregierung hat heute die aktuelle Hochwasserlage in Bayern erörtert. Entscheidungen der Staatsregierung zu Hilfsmaßnahmen werden für die Kabinettssitzung am kommenden Mittwoch, 5. Juni 2013, vorbereitet. Ministerpräsident Horst Seehofer wird zusammen mit Wirtschaftsminister Zeil noch am heutigen Nachmittag die Brennpunkte des Hochwassergeschehens in Rosenheim und Regensburg besuchen und sich ein Bild über die Lage in Südostbayern aus der Luft machen.

Die Ankunft des Ministerpräsidenten ist ca. 15:00 Uhr bei der Einsatzleitung in Rosenheim zu erwarten.

Die Ankunft in Regensburg bei der Einsatzleitung wird nicht vor 17.30 Uhr sein.

Ein Besuch von Ministerpräsident Horst Seehofer in Passau ist in Absprache mit Verantwortlichen vor Ort für morgen Vormittag, Dienstag, 4. Juni 2013 geplant. Hierüber wird noch gesondert informiert."
172504486252455_172522652917305;relief;"Meldepunkte für Helfer aus der Bevölkerung

(03.06.2013) in Leipzig:



Liebe Helferinnen und Helfer, hier nun wie angekündigt die Anschriften der Befüllplätze für Sandsäcke, an denen Ihre Hilfe benötigt wird:



1.

Schotter- und Kies-Union GmbH & Co. KG

Kieswerk Hirschfeld

Am Ochsenwinkel 2

04319 Leipzig-Hirschfeld



Anfahrt mit dem Auto aus Richtung Leipzig

In Leipzig auf die B2/B95 in Richtung Chemnitz/Borna fahren

An der Autobahnanschlussstelle A38, auf die A38 in Richtung Dresden fahren

Am Autobahndreieck A14 / A38 auf die A14 in Richtung Halle/Magdeburg bis zur Abfahrt Kleinpösna fahren

Nach Verlassen der A14 rechts in die Hersvelder Straße einbiegen

Nach ca. 0,1 km am Ochsenwinkel rechts abbiegen





2.

Landestalsperrenverwaltung Sachsen,

Flussmeisterei Leipzig

Am Teilungswehr 1 (Großzschocher)

04249 Leipzig



Bitte versuchen Sie nicht, dorthin direkt mit dem Auto auf das jeweilige Gelände zu fahren. Parken Sie weiträumig außerhalb, um die an- und abfahrenden LKWs nicht zu behindern. Vielen Dank!"
172504486252455_172524359583801;non relief;Bilder zum Hochwasser 2013 - ihr habt auch welche ? Postet sie einfach auf unserer Seite.
172504486252455_172524676250436;non relief;"In Leipzig helfen Tausende ! Absoluter Respekt !

http://www.lvz-online.de/nachrichten/aktuell_themen/hochwasser-in-sachsen/hochwasser-in-leipzig/katastrophenalarm-in-leipzig-ausgeloest-hochwasser-droht-einzelne-stadtteile-zu-ueberfluten/r-hochwasser-in-leipzig-a-191463.html"
172504486252455_172525309583706;non relief;Respekt für die Helfer in Dresden !
172504486252455_172530219583215;non relief;Wir brauchen ganz schnell viele Fans um unsere Infos möglichst breit zu streuen. Bitte unterstützt unseren Einsatz indem ihr eure Freunde bittet unsere Seite zu liken! Tausend Dank.
172504486252455_172532436249660;non relief;Habe 2 Säcke Mädls, Jungs und Kinderkleidung abzugeben!
180818288744375_180818595411011;non relief;Die Armen Leute :(
180818288744375_180904925402378;non relief;Ich habe eben um 15.00 Uhr die Nachrichensendung Rundschau Extra im Fernsehen  gesehen.Das ist ein große Unglück mit dem vielen Wasser .Da ist an Alltag garnicht mehr zu denken. In Passau gibt es kein fließend Wasser und kein Strom .Alles ich die Berichte im Fernsehen gesehen hatte ,da war ich so sehr berührt ,das ich weinen musste. Die armen Leute.  Ich selber wohne in Bad Oeynhausen .das liegt in NRW. Ich habe Samstag hier bei unserer Privatsender Radio Westfalica von den Hochwasser in Passau gehört.
180818288744375_180943712065166;non relief;In Passau steht Wasser bis zum 1.stock
190942847727358_190943074394002;non relief;Wer Infos hat bitte hier teilen
190942847727358_190951354393174;non relief;"Die Vorstellung ""My fair Lady"" am 8.6.2013 entfällt ersatzlos."
190942847727358_190975461057430;non relief;Weiß jemand ab wann man in die Stadt kommt ?
190942847727358_191017674386542;non relief;mal ein Update
190942847727358_191028991052077;non relief;Möchte jetzt schon mal die Idee einer Benefizveranstaltung ins Leben rufen...
196603607159216_196611713825072;non relief;Yachthafen Kapfelberg am Sonntag um 15:30
196603607159216_196612697158307;non relief;Parkplatz vom Weltenburger Kloster am Sonntag Nachmittag .
196603607159216_196623450490565;non relief;Marina-Saal heute um 16:00
196603607159216_469986409747507;non relief;Heute Nachmittag in Kelheim. Blick auf die Anlegestelle an der Donau
196603607159216_469986679747480;non relief;Über der Donaubrücke Fahrtrichtung Landratsamt. Heute, gegen 13.00h.
198021213680851_198025227013783;non relief;Ab sofort könnt ihr hier schreiben und euch austauschen und ab Morgen gibt es hier auch Infos
198021213680851_198055690344070;non relief;Aktuelle Stände der Aller Breich celle
198021213680851_198056760343963;non relief;Berichte zum Hochwasser Samtgemeinde lachendorf
198021213680851_198060197010286;non relief;Hier Aktuelle Pegelstände Aller Langlingen
198021213680851_198062127010093;non relief;"So ich werde mich für heute nacht verabschieden wen es was neues gibt meld ich mich sofort.
Eine ruhige nacht allen...."
198021213680851_198241373658835;non relief;"Aktueller Stand aller langlingen 11.30Uhr 
Pegel 533 !!"
198021213680851_198274166988889;non relief;Pegel Aller Langlingen 532 cm 13.15 uhr Tendenz gleichbleibend
198021213680851_198297130319926;non relief;"Hochwassermeldepegel:  Langlingen
Gewässer:  Aller
Wasserstand:  536 cm a.P. / NN + 45,36 m
Zeitpunkt:  29.05.2013 14:45
Trend:  steigend
Wasserstandsveränderung:  2 cm"
198021213680851_198302723652700;non relief;"Hochwassermeldepegel:  Lachendorf
Gewässer:  Lachte
Wasserstand:  237 cm a.P. / NN + 46,01 m
Zeitpunkt:  29.05.2013 15:15
Trend:  fallend
Wasserstandsveränderung:  -3 cm"
198021213680851_198303113652661;non relief;"Messstellenname  CELLE
Messstellennummer  48300105
Gewässer  ALLER 
Messwertgeber am Pegel
Geber  Messwerte  Messzeit
Wasserstand [cm]  427,50  29.05.2013 15:15 Uhr

Quelle: wsv.de"
198021213680851_198303880319251;non relief;"wie sieht es denn in lachtehausen aus?
"
198021213680851_198307700318869;non relief;"Hochwassermeldepegel:  Langlingen
Gewässer:  Aller
Wasserstand:  534 cm a.P. / NN + 45,34 m
Zeitpunkt:  29.05.2013 15:15
Trend:  gleichbleibend
Wasserstandsveränderung:  0 cm"
198021213680851_198376710311968;non relief;"Hochwassermeldepegel:  Langlingen
Gewässer:  Aller
Wasserstand:  539 cm a.P. / NN + 45,39 m
Zeitpunkt:  29.05.2013 19:30
Trend:  steigend
Wasserstandsveränderung:  2 cm"
198021213680851_198404896975816;non relief;"Hochwassermeldepegel:  Langlingen
Gewässer:  Aller
Wasserstand:  540 cm a.P. / NN + 45,4 m
Zeitpunkt:  29.05.2013 21:45
Trend:  gleichbleibend
Wasserstandsveränderung:  1 cm"
198021213680851_198405456975760;non relief;"So meine lieben ich werde mich morgen erst ab Mittags, da ich morgen früh ne Magenspiegelung habe .

Allen gute nacht und ne ruhige nacht .

Danke"
198021213680851_198406593642313;non relief;Und hier nochmal was anderes Aktuelles
198021213680851_198651973617775;non relief;Bearbeite gleich Bilder der Bereiche Müden/Aller Oker/Aller Zulauf.... LanglingerSchleuse und Allerbrücke Bereich Wienhausen Oppershausen
198021213680851_198677433615229;non relief;Ich bitte um Verständniss die Bilder dauern noch ein bissel gibt technische probleme
198021213680851_198755456940760;non relief;Berreich wo die Aller und die Oker zusammen kommen
198021213680851_198758956940410;non relief;So geschaft Bilder sind Online
198021213680851_198759123607060;non relief;"Hochwassermeldepegel:  Langlingen
Gewässer:  Aller
Wasserstand:  547 cm a.P. / NN + 45,47 m
Zeitpunkt:  30.05.2013 19:45
Trend:  gleichbleibend
Wasserstandsveränderung:  0 cm"
198021213680851_198768130272826;non relief;"So mal was auser der Reihe 
Das spiel für Feuerwehrfreunde ."
198021213680851_198795263603446;non relief;mit freundlicher leihgabe von Jänny AloneIn TheDark
198021213680851_198808920268747;non relief;"Hochwassermeldepegel:  Langlingen
Gewässer:  Aller
Wasserstand:  550 cm a.P. / NN + 45,5 m
Zeitpunkt:  31.05.2013 00:00
Trend:  steigend
Wasserstandsveränderung:  2 cm"
198021213680851_198809690268670;non relief;Ruhige Nacht allen vorallem allen Feuerwehr Leuten
198021213680851_198955110254128;non relief;"Hochwassermeldepegel:  Langlingen
Gewässer:  Aller
Wasserstand:  550 cm a.P. / NN + 45,5 m
Zeitpunkt:  31.05.2013 10:00
Trend:  gleichbleibend
Wasserstandsveränderung:  0 cm"
198021213680851_199053270244312;non relief;"Hochwassermeldepegel:  Langlingen
Gewässer:  Aller
Wasserstand:  550 cm a.P. / NN + 45,5 m
Zeitpunkt:  31.05.2013 16:00
Trend:  gleichbleibend
Wasserstandsveränderung:  0 cm
Übergeordnetes Einzugsgebiet:   Weser
Einzugsgebiet des Gewässers am Pegel:    3533 km2
Pegelnullpunkt:   NN + 40 m
Betreiber:  NLWKN Betriebsstelle Verden"
198021213680851_199060280243611;non relief;"Pegel Aller Celle

Messwertgeber am Pegel

Messwerte
Messzeit31.05.2013 16:15 Uhr
Wasserstand [cm]  458,70"
198021213680851_199061513576821;non relief;"Die Stadt Celle informiert:
Am Sonnabend, 1. Juni, wird am Neuen Rathaus vorsorglich eine Sandsackausgabestelle eingerichtet. Dort können sich Bürgerinnen und Bürger in dringenden Fällen (auf Nachweis des Bedarfs) in der Zeit von 10 bis 12 Uhr Sandsäcke abholen. Ausgabeort ist die Fahrzeughalle hinter dem Neuen Rathaus (Parkplatzseite).

Zusätzlich wird am Wochenende eine Hotline für allgemeine Auskünfte rund um die Hochwassersituation im Celler Stadtgebiet geschaltet. Die Rufnummer lautet (0 51 41) 12 8888. Die Hotline ist am Sonnabend (und nach Bedarf auch Sonntag) in der Zeit von 8 bis 18 Uhr besetzt.

Quelle Stadt Celle"
198021213680851_199153440234295;non relief;"Hochwassermeldepegel:  Langlingen
Gewässer:  Aller
Wasserstand:  552 cm a.P. / NN + 45,52 m
Zeitpunkt:  31.05.2013 23:15
Trend:  steigend
Wasserstandsveränderung:  2 cm
Übergeordnetes Einzugsgebiet:   Weser
Einzugsgebiet des Gewässers am Pegel:    3533 km2
Pegelnullpunkt:   NN + 40 m
Betreiber:  NLWKN Betriebsstelle Verden
Wasserstandshauptwerte
bezogen auf die letzten 10 Jahre
niedrigster Wasserstand:    337 cm a.P. / NN + 43,37 m
durchschnittlicher Wasserstand:    365 cm a.P. / NN + 43,65 m
höchster Wasserstand:    575 cm a.P. / NN + 45,75 m
 
Extremwerte
Hochwasser 2003:  575 cm a.P. / NN + 45,75 m
Hochwasser 1981:  573 cm a.P. / NN + 45,73 m
Hochwasser 1994:  569 cm a.P. / NN + 45,69 m"
198021213680851_199310396885266;non relief;"Hochwassermeldepegel:  Langlingen
Gewässer:  Aller
Wasserstand:  548 cm a.P. / NN + 45,48 m
Zeitpunkt:  01.06.2013 11:45
Trend:  gleichbleibend
Wasserstandsveränderung:  0 cm
Übergeordnetes Einzugsgebiet:   Weser
Einzugsgebiet des Gewässers am Pegel:    3533 km2
Pegelnullpunkt:   NN + 40 m
Betreiber:  NLWKN Betriebsstelle Verden"
198021213680851_616731555003687;non relief;"http://www.pegelonline.nlwkn.niedersachsen.de/Pegel/Name/Langlingen

In Langlingen steigt die Aller an. 525 ab 560 Meldestufe 3"
200483843435697_10201474785016397;non relief;Sonntag nachmittag in Bad Wiessee...
200483843435697_200502673433814;non relief;Was sind Eure Eindrücke von diesen Tagen - was habt Ihr erlebt?
200483843435697_200608206756594;non relief;Guten Morgen Fischerei Tegernsee
200483843435697_200612760089472;non relief;Villa am See hat keinen Steg mehr
200483843435697_200625470088201;non relief;Tegernsee Süd ist noch gesperrt
200483843435697_200665233417558;non relief;Oh mann, dass schaut ja wild aus!
200483843435697_200673420083406;non relief;Weil's mit dem Auto nicht geht..
200483843435697_200679046749510;non relief;Wer sein Auto liebt - der schiebt...
200483843435697_200685786748836;non relief;irgendwie doch komisch, dass einem das hochwasser gefällt
200483843435697_200754790075269;non relief;Die ersten Regale beim Edeka in Tegernsee sind schon leer...
200483843435697_200762176741197;non relief;Das Seehaus sowie der Steg sind immer noch komplett unter Wasser..
200483843435697_200786500072098;non relief;Vielen herzlichen Dank an jede einzelne helfende Hand!!!!!
200483843435697_200803183403763;non relief;Auch der Schlosskeller hat zu tun..
200483843435697_200804066737008;non relief;Enten an neuen Ufern
200483843435697_200804626736952;non relief;Im Garten steht das Wasser
200483843435697_200830113401070;non relief;THW - Super Einsatz!!
200483843435697_200830376734377;non relief;Höhe Villa am See
200483843435697_200831066734308;non relief;Ja da gehen wir mal vorbildlich nicht bei Rot über die Ampel
200483843435697_200847090066039;non relief;Steg beim Café Kreutzkamm
200483843435697_528536890540660;non relief;3 meter sprungbrett rottacher warmbad
200483843435697_528551100539239;non relief;Seepromenade in rottach...einfach nur schrecklich
200483843435697_590514547636853;non relief;Rottach kuranlage heut nachmittag.
200483843435697_668411393176262;non relief;SEE - Straße !
200483843435697_668412453176156;non relief;Unten lauter Wasser und oben der Schnee , im Juni is am Tegernsee sooo scheee !
200483843435697_668413603176041;non relief;Segel-Center-BW-UW (unter Wasser) !
200483843435697_676765112339874;non relief;"Tegernsee Seepromenade ;)"
205746996108893_517279814974957;non relief;"(JP) Den zugrunde liegenden OB-Brief gibt es nur als pdf. Auf den kann man aber verzichten, der wiederholt gebetsmühlenartig nur die HGK-""Argumente"".
Hier aber ""zum Auswendiglernen"" knapp und präzise die Argumente des gesunden Menschenverstandes :"
205746996108893_518970561472549;non relief;"Auch wenn der Pressesprecher der HGK im Film mitwirkt : Haben die Verantwortlichen bei HGK, bei deren Mutter Stadtwerke Köln und bei der Kölner Verwaltung wirklich begriffen, was da in Godorf täglich abgeht ?
In diesem Wespennest kann man doch nicht mit Containern spielen ! Sofort Schluss mit den unsinnigen Ausbauplänen !  ( jp )"
205746996108893_645804552103133;non relief;"(anja) Hier noch einmal eine Zusammenfassung der ""Veranstaltung zum Auftakt der Öffentlichkeitsbeteiligung"" vom 18. April 2013.

Schriftliche Stellungnahmen zur Planung können bis zum 3. Mai 2013 an den Bezirksbürgermeister des Stadtbezirkes Rodenkirchen, Mike Homann (Hauptstraße 85, 50996 Köln) gerichtet werden - auch per Mail an mike.homann@stadt-koeln.de.

Bitte verbreiten!

http://www.koelner-wochenspiegel.de/rag-kws/docs/695451/koelner-sueden"
205746996108893_645810635435858;non relief;(marcin) Heute nachmittag im Auencafe - kommt vorbei!
205746996108893_647324911951097;non relief;"Bauleitplanverfahren zum Hafenausbau (bisher letzter Anlauf):
Gestern ist die offizielle Frist zur Abgabe von Stellungnahmen abgelaufen (Formale Beteiligung laut §3 Abs.1 Baugesetzbuch). Laßt Euch aber nicht beirren. Laut Aussage des Bauamtes können weiterhin jederzeit Eingaben gemacht werden. Die planenden Behörden müssen alles behandeln, was ihnen zur Kenntnis gelangt. 
(Wie das im Einzelnen funktionieren soll, muß ich noch rauskriegen...)"
205746996108893_647478238602431;non relief;(MarcinHe) musikalische Nachmittag in der Auencafe
205746996108893_648661785150743;non relief;"(c) Diamant Nescio

Aktionstage in der Sürther Aue, Mai 2013 - Fortsetzung folgt!"
205746996108893_651461928204062;non relief;"(thomas kalix) Höchste Zeit, daß sich der WDR an seine Pflicht erinnert, die Menschen in der Region über die wirklich wichtigen Themen zu informieren. Trotz des jahrelangen Streits um die Erweiterung des Godorfer Hafens und die von der Ratsmehrheit inszenierte Bürgerbefragungs-Posse hatte sich die Lokalzeit um die Problematik bisher kaum geschert. 

Daher ist es nicht verwunderlich, wenn die Recherche eher stotternd in Gang kommt: So sind die Pläne zur Umwandlung des Deutzer Hafens zur Luxus-Edel-Immobilie längst weit gediehen. Der Rat der Stadt hat die Prüfung verlangt, ob man nicht das Bauverbot des Wasserhaushaltsgesetzes aushebeln kann. 

So geht das in Köln, wenn das große Geld den Ratsfrauen und –herren den Blick trübt. Die Hafengesellschaft ist vergattert worden, die treuen Kunden rauszuekeln (Keine Mietverträge verlängern!). Und das, obwohl angeblich „die Kölner Häfen aus allen Nähten platzen“ (Begründung für den Godorfer Ausbauplan). Es ist nur eine Frage der Zeit, bis der Hafensprecher nicht mehr sagen darf: ""Der Deutzer Hafen ist uns lieb und teuer..."".
__________________________________________
[Den obigen Text habe ich (thomas kalix) Sonntag mittag auch auf der WDR-Mediathek gepostet. Aber beim Beamtenfernsehen werden Webaktivitäten wohl nur Mo-Fr während der Bürozeiten bemerkt.]
Nachbemerkung: Wie soll eigentlich die (erlogene) Notwendigkeit des Godorf-Ausbaus dem Bürger verklickert werden, wenn man Deutz als Hafen plattmacht? Bin gespannt, was man sich da einfallen läßt...
__________________________________________"
205746996108893_656682587681996;non relief;"(thomas kahlix, anja pe) Anfang Mai 2013: Nicht nur strahlender Frühling, sondern erneut drohender Verlust des Naturschutzgebiets und maßlose Geldverschwendung einer arroganten Machtpolitik, für die Rechthaben das einzige Kriterium ist. Der Hafenausbau soll her, koste es das Vetrauen in die Demokratie. Immer noch ist für die Kölner SPD das Volk der Feind...

Der Countdown läuft, nur wenige hoffen immer noch auf Vernunft. Dazu gehören die unermüdlichen Auenfreunde und Klaus von Wrochem (Geige) mit Antje von Wrochem (Gitarre), Jochen Vogel (Harfe) und viele mehr!

Danke an die Organisation, die Bewirtung, die Technik, das Holzsammeln und vieles mehr: Z.B. an Marcin He, Dietmar Putscher, Christine Müller, Grüne Bvzwei (aka Frank Thelen) - wen haben wir vergessen? Bitte melden."
205746996108893_661486833868238;non relief;"Liebe Freundinnen und Freunde,
ich bitte Euch bei Interesse teilzunehmen:

Hafenfahrt nach Niehl von Rodenkirchen aus am 17. Juli 2013 um 15 Uhr 

Das Fahrgastschiffe MS „RheinCargo startet am Anleger unterhalb des Treppchens in Rodenkirchen und die Fahrt geht entlang des Altstadt-Panoramas über den Rheinauhafen vorbei am Deutzer und am Mülheimer Hafen. Das Highlight der ca. vierstündigen Tour ist der ausführliche Besuch des großen Niehler Hafens. Dort kreuzt die MS „RheinCargo“ zwischen Container-Riesen, Kranbrücken und Umschlag-Anlagen. 
Begleitet wird die Tour von einem professionellen Guide, Vertretern der Initiative Contra Hafenausbau Godorf, und dem Pressesprecher der HGK, Herrn Dr. Jan Zeese. An Bord wird Ihnen eine reichhaltige Auswahl von Getränken und kleinen Speisen angeboten. 
Historie des Kölner Hafens Niehl I: Der erste Teilausbau des ""Hafen Niehl I"" geschah von 1922 bis 1925. Der Ausbau zum heutigen flächenmäßig größten Kölner Hafen folgte in den Jahren 1959 bis 1977. Insgesamt besitzt der Niehler Hafen vier Hafenbecken mit einer Wasserfläche von 472.700 qm und einer Landfläche von 837.300 qm. Zu den Umschlaggütern zählen Heizöl, Kraftstoffe, Steinkohle und Briketts, Container, Stückgut, Zellulose, Papier, Eisen, Schrott und Getreide. An den Terminals im Hafen ""Niehl I"" wurden 2007 rund 574.000 TEU umgeschlagen. Quelle: www.ms-rheincargo.de

Bitte informieren Sie sich bei dieser Fahrt über den geplanten Hafenausbau in Godorf. 
Erwachsene 17,50 Euro, Senioren 13,50 Euro, Schüler & Studenten 12,50 Euro Kinder bis 6 Jahre in Begleitung ihrer Familie fahren kostenfrei mit. 

Anmeldung bis zum 15. Juni 2013, Buchhandlung Köhl in Rodenkirchen am Rathausplatz.

Bild: www.ms-rheincargo.de 

Eine Veranstaltung der Bürgervereinigung Rodenkirchen e.V. mit KÖLNTOURIST, Personenschiffahrt am Dom GmbH und aktiven Bürgern der Initiative ""Kein Hafenausbau in Godorf"""
206599442711029_516286898408947;non relief;AKTUELL - MAI 2013 !!!!
206599442711029_525993504104953;non relief;Liebe User, wir freuen uns über Fotos unserer Produkte (Hochwasserschutz-Fenster und Türen) im wasserdichten Einsatz! Bitte fleißig posten! DANKE!
206599442711029_525995454104758;non relief;automatisches Chiemgauer-Hochwasserfenster - schließt und öffnet automatisch, ohne Strom, nur durch aufschwimmenden Schwimmer/Anpressdruck!
206599442711029_525996240771346;non relief;manuelles Chiemgauer-Hochwasserfenster - manuell von Hand zu öffnen und schließen, die günstige und sichere Variante für Ihren Keller!
206599442711029_525996460771324;non relief;Siegsdorf/Wernleiten 2002 ...
206599442711029_525998187437818;non relief;vor diesem Zustand können wir Sie schützen!!
206599442711029_525998527437784;non relief;Auch gegen Wassereinbruch bei Kabel- und Rohrdurchführungen haben wir eine Lösung!!!
206599442711029_526015980769372;non relief;Schutzsystem optional/individuell auf jede Situation passend zugeschnitten!
239686669418723_505044399549614;non relief;jetzt haben die arbeitslosen viel arbeit in Bayen  (Dämme bauen )
239686669418723_505044599549594;non relief;Habt ihr schon mal ein Ausläder beim Dämme bauen gesehen ?
